# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-M" "--fraction" "-a" "calb_features.gtf" "-o" "counts.txt" "results/A1_S1_STAR/Aligned.sortedByCoord.out.bam" "results/A1_S1_STAR/Aligned.toTranscriptome.out.bam" "results/A2_S2_STAR/Aligned.sortedByCoord.out.bam" "results/A2_S2_STAR/Aligned.toTranscriptome.out.bam" "results/A3_S3_STAR/Aligned.sortedByCoord.out.bam" "results/A3_S3_STAR/Aligned.toTranscriptome.out.bam" "results/B1_S4_STAR/Aligned.sortedByCoord.out.bam" "results/B1_S4_STAR/Aligned.toTranscriptome.out.bam" "results/B2_S5_STAR/Aligned.sortedByCoord.out.bam" "results/B2_S5_STAR/Aligned.toTranscriptome.out.bam" "results/B3_S6_STAR/Aligned.sortedByCoord.out.bam" "results/B3_S6_STAR/Aligned.toTranscriptome.out.bam" "results/C1_S7_STAR/Aligned.sortedByCoord.out.bam" "results/C1_S7_STAR/Aligned.toTranscriptome.out.bam" "results/C2_S8_STAR/Aligned.sortedByCoord.out.bam" "results/C2_S8_STAR/Aligned.toTranscriptome.out.bam" "results/C3_S9_STAR/Aligned.sortedByCoord.out.bam" "results/C3_S9_STAR/Aligned.toTranscriptome.out.bam" "results/D1_S10_STAR/Aligned.sortedByCoord.out.bam" "results/D1_S10_STAR/Aligned.toTranscriptome.out.bam" "results/D2_S11_STAR/Aligned.sortedByCoord.out.bam" "results/D2_S11_STAR/Aligned.toTranscriptome.out.bam" "results/D3_S12_STAR/Aligned.sortedByCoord.out.bam" "results/D3_S12_STAR/Aligned.toTranscriptome.out.bam" "results/E1_S13_STAR/Aligned.sortedByCoord.out.bam" "results/E1_S13_STAR/Aligned.toTranscriptome.out.bam" "results/E2_S14_STAR/Aligned.sortedByCoord.out.bam" "results/E2_S14_STAR/Aligned.toTranscriptome.out.bam" "results/E3_S15_STAR/Aligned.sortedByCoord.out.bam" "results/E3_S15_STAR/Aligned.toTranscriptome.out.bam" "results/F1_S16_STAR/Aligned.sortedByCoord.out.bam" "results/F1_S16_STAR/Aligned.toTranscriptome.out.bam" "results/F2_S17_STAR/Aligned.sortedByCoord.out.bam" "results/F2_S17_STAR/Aligned.toTranscriptome.out.bam" "results/F3_S18_STAR/Aligned.sortedByCoord.out.bam" "results/F3_S18_STAR/Aligned.toTranscriptome.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/A1_S1_STAR/Aligned.sortedByCoord.out.bam	results/A1_S1_STAR/Aligned.toTranscriptome.out.bam	results/A2_S2_STAR/Aligned.sortedByCoord.out.bam	results/A2_S2_STAR/Aligned.toTranscriptome.out.bam	results/A3_S3_STAR/Aligned.sortedByCoord.out.bam	results/A3_S3_STAR/Aligned.toTranscriptome.out.bam	results/B1_S4_STAR/Aligned.sortedByCoord.out.bam	results/B1_S4_STAR/Aligned.toTranscriptome.out.bam	results/B2_S5_STAR/Aligned.sortedByCoord.out.bam	results/B2_S5_STAR/Aligned.toTranscriptome.out.bam	results/B3_S6_STAR/Aligned.sortedByCoord.out.bam	results/B3_S6_STAR/Aligned.toTranscriptome.out.bam	results/C1_S7_STAR/Aligned.sortedByCoord.out.bam	results/C1_S7_STAR/Aligned.toTranscriptome.out.bam	results/C2_S8_STAR/Aligned.sortedByCoord.out.bam	results/C2_S8_STAR/Aligned.toTranscriptome.out.bam	results/C3_S9_STAR/Aligned.sortedByCoord.out.bam	results/C3_S9_STAR/Aligned.toTranscriptome.out.bam	results/D1_S10_STAR/Aligned.sortedByCoord.out.bam	results/D1_S10_STAR/Aligned.toTranscriptome.out.bam	results/D2_S11_STAR/Aligned.sortedByCoord.out.bam	results/D2_S11_STAR/Aligned.toTranscriptome.out.bam	results/D3_S12_STAR/Aligned.sortedByCoord.out.bam	results/D3_S12_STAR/Aligned.toTranscriptome.out.bam	results/E1_S13_STAR/Aligned.sortedByCoord.out.bam	results/E1_S13_STAR/Aligned.toTranscriptome.out.bam	results/E2_S14_STAR/Aligned.sortedByCoord.out.bam	results/E2_S14_STAR/Aligned.toTranscriptome.out.bam	results/E3_S15_STAR/Aligned.sortedByCoord.out.bam	results/E3_S15_STAR/Aligned.toTranscriptome.out.bam	results/F1_S16_STAR/Aligned.sortedByCoord.out.bam	results/F1_S16_STAR/Aligned.toTranscriptome.out.bam	results/F2_S17_STAR/Aligned.sortedByCoord.out.bam	results/F2_S17_STAR/Aligned.toTranscriptome.out.bam	results/F3_S18_STAR/Aligned.sortedByCoord.out.bam	results/F3_S18_STAR/Aligned.toTranscriptome.out.bam
C1_12540W_B	Ca22chr1B_C_albicans_SC5314	2738272	2738808	+	537	312	0	277.50	0	285	0	335.50	0	322	0	215	0	208.50	0	218.83	0	232	0	728	0	764	0	937	0	582	0	437	0	371.50	0	276	0	481	0	394.33	0
C1_12550C_B	Ca22chr1B_C_albicans_SC5314	2738907	2741645	-	2739	833.75	0	1015.17	0	727	0	1090	0	1056.92	0	744.83	0	676.50	0	539.03	0	711.50	0	727	0	928.50	0	1078.87	0	765	0	520	0	520.50	0	376	0	578	0	572	0
C1_12560C_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	2741917;2742750;2742927	2742690;2742845;2743031	-;-;-	975	194	0	173.50	0	160	0	191	0	173	0	177	0	104	0	73	0	104	0	80	0	54	0	90	0	65	0	75	0	43	0	18	0	45	0	45	0
C1_12570C_B	Ca22chr1B_C_albicans_SC5314	2743170	2744510	-	1341	483.25	0	511	0	373	0	409.50	0	383	0	287	0	227	0	259.50	0	299	0	485.50	0	553.50	0	715	0	460.75	0	351.50	0	332	0	260	0	402	0	315.50	0
C1_12580W_B	Ca22chr1B_C_albicans_SC5314	2744883	2746310	+	1428	1176.50	0	1417.67	0	1091.50	0	1301	0	1120.50	0	798.50	0	841.50	0	668.50	0	761	0	1811.50	0	1999	0	2281	0	1670.50	0	1095.50	0	1078.50	0	943.50	0	1235.50	0	971.50	0
C1_12590W_B	Ca22chr1B_C_albicans_SC5314	2746802	2747146	+	345	322	0	490	0	289	0	442.50	0	396	0	291	0	205	0	236	0	265.50	0	547	0	683	0	893.50	0	729.50	0	418	0	445	0	440	0	520.75	0	468	0
C1_12600C_B	Ca22chr1B_C_albicans_SC5314	2747624	2749546	-	1923	1748	0	1860	0	1665	0	1382.50	0	1294.75	0	922.50	0	1001.50	0	951	0	1338	0	1040.50	0	1221.50	0	1414.50	0	835	0	631	0	702.25	0	502.25	0	726	0	651	0
C1_12610W_B	Ca22chr1B_C_albicans_SC5314	2749665	2750327	+	663	840	0	847	0	632	0	860.50	0	733.25	0	552	0	464.50	0	530	0	612.50	0	676.50	0	750	0	970	0	706	0	522	0	470	0	367	0	453	0	444	0
C1_12620W_B	Ca22chr1B_C_albicans_SC5314	2752449	2756849	+	4401	8019.33	0	10387	0	7929.83	0	9603	0	8462.17	0	6570.67	0	5702.17	0	4799.83	0	6142	0	11487	0	13167	0	16724.75	0	14103	0	8511.50	0	8650.40	0	6383.50	0	9550	0	8438.25	0
C1_12630C_B	Ca22chr1B_C_albicans_SC5314	2757006	2757680	-	675	314.50	0	446	0	467	0	651	0	486	0	359	0	521.67	0	347	0	491	0	807	0	810	0	1153	0	944	0	615	0	629	0	458	0	678	0	633	0
C1_12640W_B	Ca22chr1B_C_albicans_SC5314	2758115	2758516	+	402	129	0	152.50	0	119	0	139	0	106.50	0	127	0	100	0	102.50	0	99	0	183.50	0	189	0	211	0	166	0	89.50	0	118.50	0	83	0	153	0	119.50	0
C1_12650C_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	2758664;2759149	2759066;2759159	-;-	414	557	0	773	0	620.50	0	833.50	0	717	0	590	0	385	0	406.50	0	411.25	0	1332	0	1572	0	1712	0	1523	0	1078.20	0	877	0	795	0	1149	0	888.50	0
C1_12660W_B	Ca22chr1B_C_albicans_SC5314	2759624	2761714	+	2091	443.50	0	531	0	397	0	629.50	0	580.50	0	353.50	0	328	0	262	0	398	0	1823.50	0	2056.25	0	2531.67	0	2054.50	0	1462	0	1284.67	0	946	0	1394	0	1198.50	0
C1_12670C_B	Ca22chr1B_C_albicans_SC5314	2761748	2764486	-	2739	380.50	0	352	0	270	0	343.50	0	266.25	0	225.50	0	184.25	0	162	0	196	0	368.50	0	465.25	0	491	0	283	0	253	0	188	0	184	0	218	0	154	0
C1_12680W_B	Ca22chr1B_C_albicans_SC5314	2764684	2766237	+	1554	1968.50	0	2163.50	0	1595	0	1589.50	0	1397.75	0	1011.50	0	904	0	913.50	0	1127.50	0	906.67	0	1128.25	0	1398.62	0	1069.50	0	738	0	662	0	462.50	0	686.50	0	571	0
C1_12690C_B	Ca22chr1B_C_albicans_SC5314	2766323	2766973	-	651	161	0	152	0	78	0	154	0	117	0	77	0	111	0	58	0	91	0	264	0	305	0	332	0	260	0	199	0	116	0	103	0	126	0	167	0
C1_12700W_B	Ca22chr1B_C_albicans_SC5314	2767708	2769786	+	2079	601	0	735.50	0	576	0	703	0	584	0	453	0	405	0	359	0	380	0	1162	0	1396	0	1767.50	0	1149	0	806.50	0	794	0	559	0	909	0	787	0
C1_12710C_B	Ca22chr1B_C_albicans_SC5314	2770372	2771775	-	1404	1805.17	0	2021	0	1723.50	0	2087	0	1837	0	1195	0	1127.92	0	936.50	0	1421	0	2486.25	0	2978	0	3464.33	0	3069.33	0	1784.50	0	1928	0	1379	0	1898.25	0	1760.33	0
C1_12720C_B	Ca22chr1B_C_albicans_SC5314	2772427	2772969	-	543	98	0	85.50	0	70.50	0	172	0	145	0	131	0	84	0	85.50	0	72	0	130	0	157	0	160.50	0	198.50	0	156.50	0	144.75	0	113.50	0	123	0	61.50	0
C1_12730W_B	Ca22chr1B_C_albicans_SC5314	2774690	2775697	+	1008	1123.50	0	1247.33	0	1135	0	1253.50	0	1141	0	841	0	695.50	0	579.33	0	693.50	0	1697.50	0	2013.83	0	2344.50	0	1925.50	0	1215	0	1157.50	0	883.33	0	1389.50	0	1301.50	0
C1_12740W_B	Ca22chr1B_C_albicans_SC5314	2776620	2779445	+	2826	2996.67	0	3684.33	0	3006.17	0	3234.45	0	2907.50	0	2294.00	0	2078.57	0	1683.58	0	2187.67	0	7969.58	0	8636.67	0	11172.83	0	9927.53	0	6702.42	0	6630.92	0	4769.67	0	6804.92	0	6353.42	0
C1_12750C_B	Ca22chr1B_C_albicans_SC5314	2779524	2781086	-	1563	325.50	0	406.33	0	275.50	0	207.33	0	247.50	0	216.75	0	208.25	0	161.25	0	181	0	766.83	0	714.17	0	1079.17	0	663.17	0	392.67	0	392.33	0	255	0	406	0	344.75	0
C1_12760W_B	Ca22chr1B_C_albicans_SC5314	2781254	2782219	+	966	502.50	0	520.50	0	426	0	544.50	0	429	0	320.50	0	401.50	0	308	0	347	0	692.75	0	690.50	0	940.50	0	737.83	0	397	0	458	0	311	0	469.67	0	573	0
C1_12770W_B	Ca22chr1B_C_albicans_SC5314	2782460	2785252	+	2793	7586.08	0	8176.83	0	6153	0	8101	0	6834.65	0	4846.75	0	4108.33	0	4044.67	0	4851.17	0	4911.67	0	5099.50	0	6168.60	0	6215.50	0	4070.50	0	3707.67	0	2690.50	0	3713.17	0	3598.50	0
C1_12780W_B	Ca22chr1B_C_albicans_SC5314	2785591	2786763	+	1173	1655.67	0	1915.67	0	1360	0	1914.50	0	1593.67	0	1335.67	0	1077.50	0	1020	0	1230	0	2332.67	0	2694.75	0	3212.50	0	2526.50	0	1827.00	0	1901.50	0	1251.50	0	1934.50	0	1695.50	0
C1_12790C_B	Ca22chr1B_C_albicans_SC5314	2787073	2788086	-	1014	750.50	0	902.75	0	622	0	1044	0	829	0	634	0	681	0	602.83	0	716.50	0	472	0	526	0	464.17	0	465.50	0	417.50	0	290	0	283	0	373.50	0	312	0
C1_12800W_B	Ca22chr1B_C_albicans_SC5314	2789450	2789935	+	486	115.50	0	136	0	92	0	185	0	142.50	0	104	0	96	0	59	0	76	0	83.50	0	60.50	0	112	0	104	0	50.50	0	98	0	53	0	63	0	63	0
C1_12810W_B	Ca22chr1B_C_albicans_SC5314	2790229	2791140	+	912	880.67	0	1204.15	0	969.00	0	1193.50	0	1141.42	0	742.08	0	706.42	0	539.92	0	693.58	0	1365.29	0	1509.81	0	1518.42	0	1746.15	0	1061.25	0	1250.08	0	961.92	0	1388.28	0	1114.90	0
C1_12820C_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	2791243;2792116	2791812;2792190	-;-	645	559.08	0	781.33	0	589.50	0	729.50	0	596.50	0	490.50	0	465.00	0	360.83	0	485.33	0	488.83	0	468.12	0	586.92	0	572.50	0	407.17	0	327.50	0	257.50	0	387.50	0	342.75	0
C1_12830C_B	Ca22chr1B_C_albicans_SC5314	2792712	2796338	-	3627	6981	0	9631.75	0	7705.67	0	8651.50	0	7868.67	0	5857	0	5923.50	0	4732.50	0	6644.50	0	13299	0	15180.75	0	18637.67	0	15884.67	0	10992.67	0	10393.07	0	7709.46	0	11723.00	0	10427.50	0
C1_12840W_B	Ca22chr1B_C_albicans_SC5314	2797772	2798125	+	354	385	0	484.50	0	343	0	427	0	448	0	321	0	333	0	261	0	391	0	332.50	0	531	0	585	0	517	0	266	0	299	0	221	0	352	0	262	0
C1_12850W_B	Ca22chr1B_C_albicans_SC5314	2799799	2800032	+	234	3293.33	0	2253.67	0	2147.33	0	937	0	690	0	523	0	714.50	0	795.33	0	924	0	23737.50	0	24602.00	0	28042.50	0	28480.83	0	16402.00	0	15549.44	0	14272.17	0	22363.83	0	17308.83	0
C1_12860C_B	Ca22chr1B_C_albicans_SC5314	2800841	2802282	-	1442	1029.67	0	1227.92	0	957.83	0	942	0	731.83	0	612	0	592.50	0	496.33	0	638.33	0	1231.50	0	1292.42	0	1833.08	0	1262.39	0	864.83	0	808.83	0	677.00	0	968.57	0	804.92	0
C1_12870C_B	Ca22chr1B_C_albicans_SC5314	2802367	2803014	-	648	343	0	353.67	0	240.50	0	250.83	0	250.33	0	166.50	0	163.00	0	138.50	0	187.17	0	329.67	0	345.00	0	443.67	0	294.00	0	227.67	0	155.17	0	140.67	0	224.17	0	188.83	0
C1_12880C_B	Ca22chr1B_C_albicans_SC5314	2803648	2805207	-	1560	573	0	676.50	0	530	0	449	0	305	0	282	0	302	0	228	0	284	0	545.25	0	685.25	0	818.50	0	457.50	0	272	0	306.50	0	287	0	373.50	0	416.50	0
C1_12890W_B	Ca22chr1B_C_albicans_SC5314	2805535	2806845	+	1311	252.50	0	318.50	0	208	0	199.50	0	155	0	120	0	119.50	0	100	0	109.50	0	418	0	509	0	599	0	417.50	0	263.25	0	269	0	245.50	0	365.50	0	272.50	0
C1_12900W_B	Ca22chr1B_C_albicans_SC5314	2807842	2810013	+	2172	4530.70	0	5787.56	0	4165.15	0	4331.13	0	3919.13	0	3005.80	0	2732.85	0	2197.40	0	2940.90	0	4497.90	0	4940.00	0	6509.77	0	4511.03	0	3105.80	0	2964.51	0	2827.83	0	3882.83	0	2961.03	0
C1_12910W_B	Ca22chr1B_C_albicans_SC5314	2811877	2812041	+	165	383	0	453.50	0	265	0	382.50	0	309.50	0	172	0	254	0	301.17	0	276.50	0	62	0	51.67	0	69.50	0	72.50	0	68.50	0	51	0	84	0	120.50	0	77	0
C1_12920C_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	2812432;2813279;2813406	2813195;2813315;2813441	-;-;-	837	826	0	964	0	708	0	858.67	0	806	0	637	0	511	0	486	0	597	0	895.50	0	1051.50	0	1144	0	796.50	0	499.50	0	498	0	510.50	0	631.50	0	577	0
C1_12930C_B	Ca22chr1B_C_albicans_SC5314	2813667	2815223	-	1557	205.50	0	277.50	0	156	0	244.25	0	201	0	171.50	0	134	0	133	0	128	0	217.50	0	260.50	0	312.50	0	209	0	151	0	130	0	123.50	0	155	0	178	0
C1_12940C_B	Ca22chr1B_C_albicans_SC5314	2815348	2815560	-	213	30.50	0	52	0	28	0	44	0	34	0	28.50	0	25	0	23	0	34.50	0	39.50	0	55	0	45	0	42	0	25.50	0	38	0	23	0	24	0	27	0
C1_12950W_B	Ca22chr1B_C_albicans_SC5314	2815793	2819746	+	3954	1091	0	1385.50	0	1037.25	0	1306.50	0	1084.50	0	891.50	0	737.50	0	624	0	790	0	2332	0	2783.75	0	3407.83	0	2304.60	0	1652	0	1517	0	1144.50	0	1720.70	0	1540.50	0
C1_12960C_B	Ca22chr1B_C_albicans_SC5314	2819892	2825090	-	5199	11145.00	0	15235.98	0	12766.00	0	15698.44	0	13993.17	0	10681.70	0	7916.92	0	7886.08	0	9890.46	0	9863.42	0	11309.83	0	13776.75	0	11026.25	0	7172.50	0	7081.25	0	5357.71	0	8039.42	0	6894.67	0
C1_12970C_B	Ca22chr1B_C_albicans_SC5314	2827216	2829471	-	2256	2908.50	0	3271.25	0	2739.50	0	4913.67	0	4180	0	3248.75	0	2663.90	0	2777.50	0	3742	0	6077.25	0	6876.25	0	8065.75	0	6763.42	0	4395	0	4674.58	0	3703	0	5713.33	0	4660	0
C1_12980W_B	Ca22chr1B_C_albicans_SC5314	2830768	2830863	+	96	250	0	337	0	204	0	349	0	318	0	204	0	161	0	161	0	189	0	183	0	160.50	0	246	0	271	0	154	0	188	0	157	0	178	0	157	0
C1_12990W_B	Ca22chr1B_C_albicans_SC5314	2831021	2831124	+	104	1526	0	1991.20	0	1375.50	0	1739.50	0	1591	0	1300	0	1114.67	0	1287	0	1377.50	0	789.50	0	931	0	1084	0	1102.17	0	707.25	0	727	0	725	0	1012.25	0	736.50	0
C1_13000W_B	Ca22chr1B_C_albicans_SC5314	2831283	2831374	+	92	255.50	0	389	0	293	0	338	0	336	0	268.50	0	206.50	0	159.50	0	269.50	0	236	0	254	0	326.50	0	349	0	167.50	0	159	0	180.50	0	215	0	146.50	0
C1_13010W_B	Ca22chr1B_C_albicans_SC5314	2831964	2835488	+	3525	2262.50	0	3599.50	0	2521	0	2716.50	0	2331.11	0	1773	0	1656	0	1482	0	1727	0	3579.83	0	3738	0	4925	0	3820.50	0	2496	0	2391	0	1793	0	2763	0	2249	0
C1_13020C_B	Ca22chr1B_C_albicans_SC5314	2835642	2836220	-	579	453.50	0	540.50	0	438	0	438.50	0	318	0	296.50	0	272.50	0	198	0	287	0	384	0	416.50	0	457	0	257.50	0	165.50	0	200.50	0	143.25	0	227	0	181	0
C1_13030C_B	Ca22chr1B_C_albicans_SC5314	2836419	2838764	-	2346	2745.57	0	2986.33	0	2548	0	2559	0	2226.50	0	1518	0	1466	0	1387.50	0	1677.50	0	2101.75	0	2428	0	2907	0	1684	0	1256.50	0	1272	0	925.50	0	1451.50	0	1208	0
C1_13040C_B	Ca22chr1B_C_albicans_SC5314	2839236	2839339	-	104	3469	0	4154	0	3070	0	3500	0	2965	0	2127	0	2165	0	2331	0	2148	0	1926	0	1567	0	2296	0	2248	0	1499	0	1659	0	1492	0	2021	0	1457	0
C1_13050W_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	2839816;2840281	2839926;2840565	+;+	396	12068.25	0	14531.73	0	10208.25	0	15111.18	0	12495.25	0	9153.33	0	7168.33	0	7128.25	0	8232.50	0	7840.25	0	8293.50	0	10253.00	0	7679.17	0	5057	0	5401.17	0	3965	0	5615.62	0	4862.50	0
C1_13060C_B	Ca22chr1B_C_albicans_SC5314	2841026	2843311	-	2286	2764.50	0	3284.50	0	2462	0	3234	0	2656.50	0	2052.83	0	1563	0	1538	0	1776.50	0	3298	0	3230	0	4068	0	3812	0	2114	0	2077.50	0	1642	0	2497	0	1845.50	0
C1_13070C_B	Ca22chr1B_C_albicans_SC5314	2843609	2844910	-	1302	441	0	520.50	0	347	0	600.50	0	532.50	0	344	0	379	0	317	0	292	0	234	0	276.50	0	331	0	404	0	276	0	230	0	230	0	290	0	253.50	0
C1_13080W_B	Ca22chr1B_C_albicans_SC5314	2848578	2849789	+	1212	128	0	101	0	110	0	112.50	0	148	0	115	0	135	0	44	0	107	0	61	0	66	0	63	0	87	0	54	0	37	0	60	0	37.50	0	37	0
C1_13090W_B	Ca22chr1B_C_albicans_SC5314	2853478	2853873	+	396	56	0	59	0	23	0	61	0	45	0	29	0	42	0	23.50	0	26	0	39	0	47	0	53	0	73	0	48	0	33	0	42	0	43	0	40	0
C1_13100W_B	Ca22chr1B_C_albicans_SC5314	2854973	2855188	+	216	135	0	397	0	273.50	0	522.50	0	497.50	0	334.50	0	771	0	517	0	681	0	184	0	242.50	0	276	0	297.50	0	185.50	0	223	0	137	0	228	0	311	0
C1_13110C_B	Ca22chr1B_C_albicans_SC5314	2856227	2859868	-	3642	7486.83	0	9933.50	0	7526.50	0	9809.50	0	8742.50	0	6570	0	6026	0	4984.50	0	6086.58	0	10354	0	12200.62	0	14865.33	0	13861.67	0	8828.75	0	8520.75	0	6627.50	0	9837.50	0	8284	0
C1_13120C_B	Ca22chr1B_C_albicans_SC5314	2861226	2866130	-	4905	5026	0	6074.25	0	4738	0	5847	0	5289.50	0	4307	0	3439.50	0	2887.50	0	3650.75	0	5088	0	6061.75	0	7031	0	5436	0	3701.50	0	3519.25	0	2792.50	0	4109.75	0	3338.50	0
C1_13130C_B	Ca22chr1B_C_albicans_SC5314	2866620	2868299	-	1680	1728.50	0	2420	0	1684	0	2281.50	0	2047	0	1587.33	0	1524.50	0	1202	0	1484.70	0	1752.17	0	1989.50	0	2491.50	0	2191.50	0	1464.20	0	1499	0	1087	0	1434	0	1336	0
C1_13140C_B	Ca22chr1B_C_albicans_SC5314	2868898	2869707	-	810	30235.53	0	42585.83	0	36952.25	0	47860.16	0	38957.08	0	32791.92	0	32217.92	0	26646.08	0	39864.92	0	34925.75	0	40799.83	0	49319.50	0	45883.33	0	28173.67	0	28828.08	0	23882.83	0	34043.17	0	32232.65	0
C1_13150W_B	Ca22chr1B_C_albicans_SC5314	2871214	2871582	+	369	689.50	0	901	0	829	0	817.40	0	644.17	0	569.50	0	472	0	473	0	503.50	0	421.50	0	444	0	533	0	650.83	0	363	0	340	0	325.50	0	436.67	0	383.50	0
C1_13160W_B	Ca22chr1B_C_albicans_SC5314	2874155	2875531	+	1377	2627	0	3479.67	0	2809.75	0	3761.75	0	3204	0	2639.67	0	2253.50	0	2121.17	0	2629.42	0	4755.50	0	5532.11	0	6843.75	0	4770.75	0	3129.50	0	2991.75	0	2527.15	0	3807.50	0	2976.83	0
C1_13170C_B	Ca22chr1B_C_albicans_SC5314	2875604	2879248	-	3645	1780.50	0	2671	0	2123.50	0	2426.50	0	2008	0	1586.50	0	1349.50	0	1206.17	0	1427.50	0	1191	0	1441.50	0	1651.50	0	1274.17	0	929	0	834.50	0	612.50	0	1073.50	0	867.50	0
C1_13180W_B	Ca22chr1B_C_albicans_SC5314	2879525	2880286	+	762	172	0	247	0	198	0	316.50	0	239	0	239	0	149	0	147.50	0	210.50	0	132.50	0	134	0	171.50	0	195	0	154.50	0	117	0	125	0	149	0	131.50	0
C1_13190W_B	Ca22chr1B_C_albicans_SC5314	2880609	2881118	+	510	2153	0	2790.92	0	1976.50	0	2368.33	0	2101.25	0	1490	0	1431.50	0	1614.33	0	1657.50	0	3022	0	2988.67	0	3443.33	0	2694	0	1892.50	0	1814	0	1778.25	0	2735.50	0	1833	0
C1_13200C_B	Ca22chr1B_C_albicans_SC5314	2881342	2882556	-	1215	674	0	725	0	530	0	804.50	0	631.50	0	432	0	455.50	0	297	0	426	0	682	0	823	0	1049	0	791.25	0	597	0	518.50	0	369.50	0	437	0	443.50	0
C1_13210C_B	Ca22chr1B_C_albicans_SC5314	2882943	2883245	-	303	554651.17	0	669812.17	0	513837.09	0	763255.49	0	588521.04	0	478741.64	0	449055.63	0	519466.21	0	435044.23	0	231110.34	0	222296.05	0	273604.53	0	321581.44	0	220574.69	0	238036.30	0	234469.40	0	358428.88	0	259040.65	0
C1_13220C_B	Ca22chr1B_C_albicans_SC5314	2883697	2886138	-	2442	4071.33	0	4965.83	0	4132.50	0	4907.67	0	4427.50	0	3505	0	3058	0	2749.65	0	3756.08	0	7091.45	0	8672.70	0	10186	0	6587.15	0	4508.33	0	4134.10	0	3446.42	0	4981.83	0	4501.30	0
C1_13240W_B	Ca22chr1B_C_albicans_SC5314	2888033	2889301	+	1269	5994.50	0	7255	0	6256.50	0	7043.42	0	6013.50	0	4284	0	4333.00	0	3649	0	4939.50	0	5996.42	0	6910.50	0	8711	0	6535	0	4466	0	4450	0	3703.50	0	5541	0	5154.50	0
C1_13250W_B	Ca22chr1B_C_albicans_SC5314	2891567	2892505	+	939	5973	0	7539.33	0	6204.50	0	6818	0	5718	0	5021.25	0	4886.50	0	3992.50	0	4908	0	8221.50	0	9311.25	0	11364	0	10056.67	0	6212	0	6134	0	5575	0	7586.50	0	6672.20	0
C1_13260W_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	2893318;2893519	2893411;2893880	+;+	456	1721.50	0	2402.50	0	1932	0	1999.50	0	1765.25	0	1398.50	0	1219.50	0	1128	0	1468	0	1915.25	0	2132.50	0	2466.75	0	1890.20	0	1398	0	1319.50	0	1087	0	1607.75	0	1264	0
C1_13270W_B	Ca22chr1B_C_albicans_SC5314	2894239	2895135	+	897	3586.50	0	5128.40	0	3771.67	0	4322.50	0	3504.50	0	2833	0	2601	0	2345.50	0	2965.50	0	3824.50	0	4485	0	5323.50	0	4223.50	0	2746	0	3000	0	2382	0	3542.75	0	3184	0
C1_13280C_B	Ca22chr1B_C_albicans_SC5314	2895435	2896025	-	591	1341.08	0	1999.00	0	1480.42	0	2162.50	0	1892.17	0	1548.08	0	1419.83	0	1351.00	0	1621.07	0	873.67	0	1230	0	1411.50	0	1664.92	0	937.50	0	990	0	811	0	1202	0	1157.50	0
C1_13290W_B	Ca22chr1B_C_albicans_SC5314;Ca22chr1B_C_albicans_SC5314	2896677;2896810	2896749;2898260	+;+	1524	147	0	175	0	106.50	0	180.50	0	167.33	0	81	0	100.50	0	87	0	105.75	0	45.50	0	42.50	0	80	0	43	0	29	0	35	0	43.50	0	46.50	0	40.50	0
C1_13300C_B	Ca22chr1B_C_albicans_SC5314	2898326	2901313	-	2988	13532.33	0	18342.42	0	13841.97	0	17897.67	0	15063.33	0	11595.00	0	8998.50	0	8794.08	0	10576.58	0	18934.50	0	21923.50	0	26323.67	0	23448.17	0	16292.17	0	15016.17	0	11993.17	0	18083.33	0	14579.17	0
C1_13310W_B	Ca22chr1B_C_albicans_SC5314	2902597	2904465	+	1869	1193.33	0	1538.17	0	1138.50	0	1313.42	0	1149	0	772.50	0	749	0	636.83	0	803.50	0	2060.75	0	2478.92	0	2835.00	0	2279.33	0	1618.33	0	1526.50	0	1034.83	0	1497	0	1362.33	0
C1_13320C_B	Ca22chr1B_C_albicans_SC5314	2904868	2906589	-	1722	3024.61	0	3312.73	0	2797.25	0	3463.25	0	3047.58	0	2085.50	0	1917	0	1933	0	2411	0	2736.21	0	3201.75	0	3858.42	0	3621.10	0	2310	0	2433	0	2173.75	0	2924.17	0	2540.75	0
C1_13330C_B	Ca22chr1B_C_albicans_SC5314	2907281	2908315	-	1035	3107	0	4328.83	0	3221	0	4059.50	0	3449.50	0	2823	0	2658.75	0	2203.83	0	3126.50	0	2780.50	0	3355.83	0	4036	0	3924	0	2502	0	2846.75	0	2169	0	3074.83	0	2779.50	0
